route_id,route_name,mode,direction,stop_id,stop_name
10,10 - Van Horne,Bus,Inbound,1928,Don Mills Rd at Esterbrooke Ave
10,10 - Van Horne,Bus,Inbound,6266,Brian Ave at Van Horne Ave
10,10 - Van Horne,Bus,Inbound,7386,Van Horne Ave at Edmonton Dr
10,10 - Van Horne,Bus,Inbound,7388,Van Horne Ave at Hobart Dr
10,10 - Van Horne,Bus,Inbound,7389,Van Horne Ave at Houston Cres (West) West Side
10,10 - Van Horne,Bus,Inbound,7392,Van Horne Ave at Kingslake Rd
10,10 - Van Horne,Bus,Inbound,7394,Van Horne Ave at Lucifer Dr
10,10 - Van Horne,Bus,Inbound,13422,2980 Don Mills Rd
10,10 - Van Horne,Bus,Inbound,15330,Don Mills Station
10,10 - Van Horne,Bus,Inbound,16485,Don Mills Rd at Van Horne Ave South Side
10,10 - Van Horne,Bus,Inbound,16758,Don Mills Rd at Walkway to O'Shea Crescent
10,10 - Van Horne,Bus,Outbound,1919,Don Mills Rd at Deerford Rd
10,10 - Van Horne,Bus,Outbound,1929,Don Mills Rd at Fairview Mall Dr North Side
10,10 - Van Horne,Bus,Outbound,1938,Don Mills Rd at Godstone Rd
10,10 - Van Horne,Bus,Outbound,1949,Don Mills Rd at Leith Hill Rd North Side
10,10 - Van Horne,Bus,Outbound,6265,Brian Ave at Margaret Ave
10,10 - Van Horne,Bus,Outbound,6266,Brian Ave at Van Horne Ave
10,10 - Van Horne,Bus,Outbound,6764,140 Pleasant View Dr
10,10 - Van Horne,Bus,Outbound,6766,Pleasant View Dr at Brian Dr
10,10 - Van Horne,Bus,Outbound,7381,Van Horne Ave at Bickerton Cres
10,10 - Van Horne,Bus,Outbound,7382,Van Horne Ave at Clipper Rd
10,10 - Van Horne,Bus,Outbound,7384,Van Horne Ave at Don Mills Rd East Side
10,10 - Van Horne,Bus,Outbound,7385,Van Horne Ave at Edmonton Rd East Side
10,10 - Van Horne,Bus,Outbound,7387,Van Horne Ave at Hobart Dr
10,10 - Van Horne,Bus,Outbound,7390,Van Horne Ave at Houston Cres (West)
10,10 - Van Horne,Bus,Outbound,7391,Van Horne Ave at Kingslake Rd
10,10 - Van Horne,Bus,Outbound,7393,Van Horne Ave at Lucifer Dr
10,10 - Van Horne,Bus,Outbound,7395,Van Horne Ave at Victoria Park Ave
10,10 - Van Horne,Bus,Outbound,7421,Victoria Park Ave at Pleasant View Dr
10,10 - Van Horne,Bus,Outbound,15330,Don Mills Station
100,100 - Flemingdon Park,Bus,Inbound,650,Broadview Ave at Bater Ave
100,100 - Flemingdon Park,Bus,Inbound,652,Broadview Ave at Cosburn Ave North Side
100,100 - Flemingdon Park,Bus,Inbound,655,Broadview Ave at Browning Ave
100,100 - Flemingdon Park,Bus,Inbound,657,Broadview Ave at Mortimer Ave North Side
100,100 - Flemingdon Park,Bus,Inbound,2979,Overlea Blvd at Millwood Rd East Side
100,100 - Flemingdon Park,Bus,Inbound,2980,Overlea Blvd at Leaside Park Dr East Side
100,100 - Flemingdon Park,Bus,Inbound,2987,Overlea Blvd at William Morgan Dr
100,100 - Flemingdon Park,Bus,Inbound,2988,Overlea Blvd at East York Town Centre (East Side)
100,100 - Flemingdon Park,Bus,Inbound,3369,849 Broadview Ave
100,100 - Flemingdon Park,Bus,Inbound,3476,Deauville Lane at St Dennis Dr
100,100 - Flemingdon Park,Bus,Inbound,3635,Gateway Blvd South Side at Don Mills Rd East Side
100,100 - Flemingdon Park,Bus,Inbound,3636,Gateway Blvd South Side at Grenoble Dr South Side
100,100 - Flemingdon Park,Bus,Inbound,3639,Gervais Dr at Wynford Dr South Side
100,100 - Flemingdon Park,Bus,Inbound,3690,Grenoble Dr at Grenoble Dr
100,100 - Flemingdon Park,Bus,Inbound,3692,Grenoble Dr at Spanbridge Rd North Side
100,100 - Flemingdon Park,Bus,Inbound,3694,Grenoble Dr at Vendome Pl West Side
100,100 - Flemingdon Park,Bus,Inbound,4501,Pape Ave at O'Connor Dr North Side
100,100 - Flemingdon Park,Bus,Inbound,4520,Overlea Blvd at Thorncliffe Park Dr (West)
100,100 - Flemingdon Park,Bus,Inbound,4718,100 Wynford Dr - Bell Canada
100,100 - Flemingdon Park,Bus,Inbound,4719,Wynford Dr at Concorde Pl West Side
100,100 - Flemingdon Park,Bus,Inbound,4721,Wynford Dr at Eglinton Ave East
100,100 - Flemingdon Park,Bus,Inbound,4723,Wynford Dr at Sakura Way
100,100 - Flemingdon Park,Bus,Inbound,4727,St Dennis Dr at Linkwood Lane
100,100 - Flemingdon Park,Bus,Inbound,4730,Wynford Dr at Wynford Heights Cres
100,100 - Flemingdon Park,Bus,Inbound,8011,Overlea Blvd at Thorncliffe Park Dr (East)
100,100 - Flemingdon Park,Bus,Inbound,9507,Gateway Blvd at Sunny Glenway (West)
100,100 - Flemingdon Park,Bus,Inbound,10268,Spanbridge Rd at Grenoble Dr East Side
100,100 - Flemingdon Park,Bus,Inbound,10269,Spanbridge Rd at Vicora Linkway
100,100 - Flemingdon Park,Bus,Inbound,10270,Linkwood Lane at Windy Golfway (South)
100,100 - Flemingdon Park,Bus,Inbound,10271,Linkwood Lane at Opposite 5 Shady Golfway
100,100 - Flemingdon Park,Bus,Inbound,10272,Linkwood Lane at St Dennis Dr
100,100 - Flemingdon Park,Bus,Inbound,11229,Concorde Pl at Concorde Pl Cul De Sac
100,100 - Flemingdon Park,Bus,Inbound,11230,Concorde Pl at Concorde Gate South Side
100,100 - Flemingdon Park,Bus,Inbound,11259,1 and 3 Concorde Pl North Side
100,100 - Flemingdon Park,Bus,Inbound,11260,Concorde Pl at McDonald's Pl
100,100 - Flemingdon Park,Bus,Inbound,11347,St Dennis Dr at Opposite 195-205-215 Wynford Dr
100,100 - Flemingdon Park,Bus,Inbound,14635,Broadview Station
100,100 - Flemingdon Park,Bus,Inbound,16602,Don Valley Station
100,100 - Flemingdon Park,Bus,Inbound,16620,Broadview Ave at Don Valley Dr North Side
100,100 - Flemingdon Park,Bus,Inbound,16622,O'Connor Dr at Beechwood Dr East Side
100,100 - Flemingdon Park,Bus,Inbound,16697,Pape Ave at Donlands Ave
100,100 - Flemingdon Park,Bus,Outbound,649,876 Broadview Ave
100,100 - Flemingdon Park,Bus,Outbound,651,Broadview Ave at Chester Hill Rd
100,100 - Flemingdon Park,Bus,Outbound,653,Broadview Ave at Cosburn Ave South Side
100,100 - Flemingdon Park,Bus,Outbound,656,Broadview Ave at Hillside Dr
100,100 - Flemingdon Park,Bus,Outbound,659,Broadview Ave at Pottery Rd South Side
100,100 - Flemingdon Park,Bus,Outbound,660,Broadview Ave at Pretoria Ave
100,100 - Flemingdon Park,Bus,Outbound,2927,Millwood Rd at Overlea Blvd South Side
100,100 - Flemingdon Park,Bus,Outbound,2977,46 Overlea Blvd
100,100 - Flemingdon Park,Bus,Outbound,2978,Overlea Blvd at Don Mills Rd West Side
100,100 - Flemingdon Park,Bus,Outbound,2986,Overlea Blvd at William Morgan Dr West Side
100,100 - Flemingdon Park,Bus,Outbound,3474,Deauville Lane at Grenoble Dr South Side
100,100 - Flemingdon Park,Bus,Outbound,3475,Deauville Lane at St Dennis Dr South Side
100,100 - Flemingdon Park,Bus,Outbound,3634,Gateway Blvd South Side at Sunny Glenway East Side
100,100 - Flemingdon Park,Bus,Outbound,3689,Gateway Blvd at Don Mills Rd
100,100 - Flemingdon Park,Bus,Outbound,3693,Grenoble Dr at Vendome Pl
100,100 - Flemingdon Park,Bus,Outbound,4518,Overlea Blvd at Thorncliffe Park Dr (East) West Side
100,100 - Flemingdon Park,Bus,Outbound,4724,Wynford Dr at Sakura Way
100,100 - Flemingdon Park,Bus,Outbound,4726,123 Wynford Dr
100,100 - Flemingdon Park,Bus,Outbound,4728,St Dennis Dr at Linkwood Lane
100,100 - Flemingdon Park,Bus,Outbound,4729,Opposite 100 Wynford Dr
100,100 - Flemingdon Park,Bus,Outbound,4731,Wynford Dr at Wynford Heights Cres South Side
100,100 - Flemingdon Park,Bus,Outbound,5988,Pape Ave at O'Connor Dr
100,100 - Flemingdon Park,Bus,Outbound,8012,Overlea Blvd at Thorncliffe Park Dr (West)
100,100 - Flemingdon Park,Bus,Outbound,9141,Grenoble Dr at Spanbridge Rd
100,100 - Flemingdon Park,Bus,Outbound,9508,Gateway Blvd at Sunny Glenway (West) West Side
100,100 - Flemingdon Park,Bus,Outbound,10264,Linkwood Lane at 5 Shady Golfway
100,100 - Flemingdon Park,Bus,Outbound,10265,Linkwood Lane at Windy Golfway (South)
100,100 - Flemingdon Park,Bus,Outbound,10266,Linkwood Lane at Spanbridge Rd
100,100 - Flemingdon Park,Bus,Outbound,10267,Spanbridge Rd at Grenoble Dr
100,100 - Flemingdon Park,Bus,Outbound,11229,Concorde Pl at Concorde Pl Cul De Sac
100,100 - Flemingdon Park,Bus,Outbound,11230,Concorde Pl at Concorde Gate South Side
100,100 - Flemingdon Park,Bus,Outbound,11259,1 and 3 Concorde Pl North Side
100,100 - Flemingdon Park,Bus,Outbound,11260,Concorde Pl at McDonald's Pl
100,100 - Flemingdon Park,Bus,Outbound,11338,195-205-215 Wynford Dr
100,100 - Flemingdon Park,Bus,Outbound,12127,Overlea Blvd at Leaside Park Dr
100,100 - Flemingdon Park,Bus,Outbound,14635,Broadview Station
100,100 - Flemingdon Park,Bus,Outbound,16602,Don Valley Station
100,100 - Flemingdon Park,Bus,Outbound,16621,Broadview Ave at Don Valley Dr
100,100 - Flemingdon Park,Bus,Outbound,16623,O'Connor Dr at Hopedale Ave
100,100 - Flemingdon Park,Bus,Outbound,16664,Wynford Dr at Eglinton Ave East Access Ramp
100,100 - Flemingdon Park,Bus,Outbound,16696,Pape Ave at Hopedale Ave
101,101 - Downsview Park,Bus,Inbound,1656,Wilson Ave at Dufferin St West Side
101,101 - Downsview Park,Bus,Inbound,1666,Wilson Ave at Transit Rd West Side
101,101 - Downsview Park,Bus,Inbound,3106,Sheppard Ave West at Bakersfield St West Side - Downsview Park Station
101,101 - Downsview Park,Bus,Inbound,3113,Sheppard Ave West at Tuscan Gate
101,101 - Downsview Park,Bus,Inbound,3303,St Regis Cres (South) at Bakersfield St
101,101 - Downsview Park,Bus,Inbound,3404,Ceramic Rd at Ashwarren Rd
101,101 - Downsview Park,Bus,Inbound,3405,Ceramic Rd at Le Page Crt
101,101 - Downsview Park,Bus,Inbound,3977,Keele St at Diana Dr
101,101 - Downsview Park,Bus,Inbound,4003,Keele St at Keelegate Dr
101,101 - Downsview Park,Bus,Inbound,4043,Keele St at Toro Rd
101,101 - Downsview Park,Bus,Inbound,4045,Keele St at Wandle Ave
101,101 - Downsview Park,Bus,Inbound,4047,Keele St at Downsview Park Blvd
101,101 - Downsview Park,Bus,Inbound,4051,Keele St at Wycombe Rd
101,101 - Downsview Park,Bus,Inbound,4432,Le Page Crt at Keele St
101,101 - Downsview Park,Bus,Inbound,4635,St Regis Cres North at Bakersfield St West Side
101,101 - Downsview Park,Bus,Inbound,4638,St Regis Cres North at Ceramic Rd
101,101 - Downsview Park,Bus,Inbound,4678,Tuscan Gate at St Regis Cres (South)
101,101 - Downsview Park,Bus,Inbound,6070,Sheppard Ave West at John Drury Dr
101,101 - Downsview Park,Bus,Inbound,6075,Sheppard Ave West at Keele St East Side
101,101 - Downsview Park,Bus,Inbound,8843,Wilson Ave at Apex Lane
101,101 - Downsview Park,Bus,Inbound,8851,Wilson Ave at Dubray Ave
101,101 - Downsview Park,Bus,Inbound,8857,Wilson Ave at Garratt Blvd
101,101 - Downsview Park,Bus,Inbound,8870,Wilson Ave at Lady York Ave
101,101 - Downsview Park,Bus,Inbound,8876,Wilson Ave at Murray Rd
101,101 - Downsview Park,Bus,Inbound,9149,Keele St at Finch Ave West North Side - Finch West Station
101,101 - Downsview Park,Bus,Inbound,13470,Opposite 675 Wilson Ave
101,101 - Downsview Park,Bus,Inbound,14141,Wilson Ave at Keele St North Side
101,101 - Downsview Park,Bus,Inbound,14367,35 Carl Hall Rd
101,101 - Downsview Park,Bus,Inbound,14803,Wilson Station
101,101 - Downsview Park,Bus,Inbound,15565,Finch West Station
101,101 - Downsview Park,Bus,Inbound,15653,Keele St at Four Winds Dr - Finch West Station
101,101 - Downsview Park,Bus,Inbound,15913,Carl Hall Rd at Centennial College
101,101 - Downsview Park,Bus,Inbound,16129,Locust Lodge Gardens at Stanley Greene Blvd
101,101 - Downsview Park,Bus,Inbound,16130,Downsview Park Blvd at Stanley Greene Blvd
101,101 - Downsview Park,Bus,Inbound,16131,Stanley Greene Blvd at Downsview Park Blvd
101,101 - Downsview Park,Bus,Inbound,16345,Downsview Park Trail at Downsview Park Station
101,101 - Downsview Park,Bus,Inbound,16444,Keele St at Paxtonia Blvd North Side
101,101 - Downsview Park,Bus,Inbound,16514,Downsview Park Blvd at George Butchart Dr
101,101 - Downsview Park,Bus,Inbound,16515,Downsview Park Blvd at Keele St
101,101 - Downsview Park,Bus,Inbound,16560,Sheppard Ave West at Chesswood Dr
101,101 - Downsview Park,Bus,Outbound,1657,Wilson Ave at Dufferin St
101,101 - Downsview Park,Bus,Outbound,1662,Wilson Ave at Lady York Ave
101,101 - Downsview Park,Bus,Outbound,3151,Tuscan Gate at Sheppard Ave West
101,101 - Downsview Park,Bus,Outbound,3403,Ceramic Rd at Ashwarren Rd
101,101 - Downsview Park,Bus,Outbound,3964,Keele St at Calvington Dr South Side
101,101 - Downsview Park,Bus,Outbound,3976,Keele St at Diana Dr South Side
101,101 - Downsview Park,Bus,Outbound,4030,Keele St at Sheppard Ave West South Side
101,101 - Downsview Park,Bus,Outbound,4052,Keele St at Wycombe Rd
101,101 - Downsview Park,Bus,Outbound,4430,Le Page Crt at Ceramic Rd
101,101 - Downsview Park,Bus,Outbound,4431,Le Page Crt at Keele St East Side
101,101 - Downsview Park,Bus,Outbound,4636,St Regis Cres North at Bakersfield St
101,101 - Downsview Park,Bus,Outbound,4637,St Regis Cres North at Ceramic Rd East Side
101,101 - Downsview Park,Bus,Outbound,4639,St Regis Cres (South) at Bakersfield St West Side
101,101 - Downsview Park,Bus,Outbound,4679,Tuscan Gate at St Regis Cres (South) South Side
101,101 - Downsview Park,Bus,Outbound,7271,Sheppard Ave West at Chesswood Dr
101,101 - Downsview Park,Bus,Outbound,8848,Wilson Ave at Dubray Ave
101,101 - Downsview Park,Bus,Outbound,8867,Wilson Ave at Keele St East Side
101,101 - Downsview Park,Bus,Outbound,8873,949 Wilson Ave
101,101 - Downsview Park,Bus,Outbound,8875,Wilson Ave at Murray Rd
101,101 - Downsview Park,Bus,Outbound,8877,Wilson Ave at Northgate Dr
101,101 - Downsview Park,Bus,Outbound,9801,Keele St at Tilbury Dr
101,101 - Downsview Park,Bus,Outbound,9880,Keele St at Victory Dr
101,101 - Downsview Park,Bus,Outbound,10755,Keele St at Toro Rd
101,101 - Downsview Park,Bus,Outbound,11321,Keele St at Finch Ave West - Finch West Station
101,101 - Downsview Park,Bus,Outbound,14368,Opposite 35 Carl Hall Rd
101,101 - Downsview Park,Bus,Outbound,14803,Wilson Station
101,101 - Downsview Park,Bus,Outbound,15565,Finch West Station
101,101 - Downsview Park,Bus,Outbound,15631,Sheppard Ave West at Vitti St - Downsview Park Station
101,101 - Downsview Park,Bus,Outbound,16129,Locust Lodge Gardens at Stanley Greene Blvd
101,101 - Downsview Park,Bus,Outbound,16130,Downsview Park Blvd at Stanley Greene Blvd
101,101 - Downsview Park,Bus,Outbound,16131,Stanley Greene Blvd at Downsview Park Blvd
101,101 - Downsview Park,Bus,Outbound,16132,Keele St at Whitburn Cres South Side
101,101 - Downsview Park,Bus,Outbound,16345,Downsview Park Trail at Downsview Park Station
101,101 - Downsview Park,Bus,Outbound,16346,Carl Hall Rd at Centennial College
101,101 - Downsview Park,Bus,Outbound,16492,Keele St at Denbigh Cres South Side
101,101 - Downsview Park,Bus,Outbound,16514,Downsview Park Blvd at George Butchart Dr
101,101 - Downsview Park,Bus,Outbound,16559,Sheppard Ave West at John Drury Dr
102,102 - Markham Rd,Bus,Inbound,1552,St Clair Ave East at Andrew Ave
102,102 - Markham Rd,Bus,Inbound,1556,St Clair Ave East at Cotton Ave
102,102 - Markham Rd,Bus,Inbound,1559,St Clair Ave East at Elfreda Blvd
102,102 - Markham Rd,Bus,Inbound,1561,St Clair Ave East at Gidley Rd
102,102 - Markham Rd,Bus,Inbound,1562,St Clair Ave East at Kennedy Rd
102,102 - Markham Rd,Bus,Inbound,1566,St Clair Ave East at Linden Ave - Scarborough GO Station
102,102 - Markham Rd,Bus,Inbound,1569,St Clair Ave East at Midland Ave
102,102 - Markham Rd,Bus,Inbound,2860,Markham Rd at Kingston Rd North Side
102,102 - Markham Rd,Bus,Inbound,2861,Markham Rd at Markanna Dr
102,102 - Markham Rd,Bus,Inbound,4211,Kingston Rd at Cathedral Bluffs Dr
102,102 - Markham Rd,Bus,Inbound,4223,Kingston Rd at Fenwood Heights
102,102 - Markham Rd,Bus,Inbound,4241,Kingston Rd at McNab Blvd East Side
102,102 - Markham Rd,Bus,Inbound,4247,Kingston Rd at Neilson Ave
102,102 - Markham Rd,Bus,Inbound,4250,Kingston Rd at Parkcrest Dr
102,102 - Markham Rd,Bus,Inbound,4253,Kingston Rd at Pine Ridge Dr
102,102 - Markham Rd,Bus,Inbound,4258,Kingston Rd at Ravine Dr
102,102 - Markham Rd,Bus,Inbound,4269,Kingston Rd at Whitecap Blvd East Side
102,102 - Markham Rd,Bus,Inbound,4466,Markham Rd at Eglinton Ave East
102,102 - Markham Rd,Bus,Inbound,4468,Markham Rd at Milner Ave
102,102 - Markham Rd,Bus,Inbound,4471,Markham Rd at Sheppard Ave East
102,102 - Markham Rd,Bus,Inbound,4622,St Clair Ave East at Brimley Rd
102,102 - Markham Rd,Bus,Inbound,4623,St Clair Ave East at Danforth Rd
102,102 - Markham Rd,Bus,Inbound,4624,St Clair Ave East at Fermoy Rd
102,102 - Markham Rd,Bus,Inbound,4626,St Clair Ave East at Kingston Rd
102,102 - Markham Rd,Bus,Inbound,4628,St Clair Ave East at North Woodrow Blvd
102,102 - Markham Rd,Bus,Inbound,4629,St Clair Ave East at Santamonica Blvd
102,102 - Markham Rd,Bus,Inbound,5552,Markham Rd at Blakemanor Blvd
102,102 - Markham Rd,Bus,Inbound,5554,Markham Rd at Brimorton Dr
102,102 - Markham Rd,Bus,Inbound,5557,Markham Rd at Cougar Crt
102,102 - Markham Rd,Bus,Inbound,5561,Markham Rd at Ellesmere Rd
102,102 - Markham Rd,Bus,Inbound,5564,Markham Rd at Greencrest Circt North Side
102,102 - Markham Rd,Bus,Inbound,5569,Markham Rd at Lawrence Ave East
102,102 - Markham Rd,Bus,Inbound,5573,Markham Rd at McLevin Ave
102,102 - Markham Rd,Bus,Inbound,5576,Markham Rd at Painted Post Dr
102,102 - Markham Rd,Bus,Inbound,5580,Markham Rd at Progress Ave
102,102 - Markham Rd,Bus,Inbound,5582,Markham Rd at Scranton Rd
102,102 - Markham Rd,Bus,Inbound,5584,Markham Rd at Stevenwood Rd North Side
102,102 - Markham Rd,Bus,Inbound,5585,Markham Rd at Tuxedo Crt
102,102 - Markham Rd,Bus,Inbound,5588,Markham Rd at Verne Cres North Side
102,102 - Markham Rd,Bus,Inbound,6007,Progress Ave at Roadway to Centennial College
102,102 - Markham Rd,Bus,Inbound,6103,St Clair Ave East at Birchmount Rd East Side
102,102 - Markham Rd,Bus,Inbound,9333,Markham Rd at Finch Ave East
102,102 - Markham Rd,Bus,Inbound,9859,Sheppard Ave East at Markham Rd West Side
102,102 - Markham Rd,Bus,Inbound,10826,Nashdene Rd at Markham Rd West Side
102,102 - Markham Rd,Bus,Inbound,10827,Dynamic Dr at Nashdene Rd North Side
102,102 - Markham Rd,Bus,Inbound,11364,Progress Ave at Markham Rd East Side
102,102 - Markham Rd,Bus,Inbound,12540,Kingston Rd at Brimley Rd
102,102 - Markham Rd,Bus,Inbound,12603,Markham Rd at Nashdene Rd
102,102 - Markham Rd,Bus,Inbound,13629,Markham Rd at McNicoll Ave
102,102 - Markham Rd,Bus,Inbound,13630,Markham Rd at Turbina Ave
102,102 - Markham Rd,Bus,Inbound,13631,Markham Rd at Passmore Ave
102,102 - Markham Rd,Bus,Inbound,13632,Markham Rd at Steeles Ave East
102,102 - Markham Rd,Bus,Inbound,13633,Markham Rd at Elson St
102,102 - Markham Rd,Bus,Inbound,13634,Markham Rd at Denison St
102,102 - Markham Rd,Bus,Inbound,13635,Markham Rd at New Delhi Dr
102,102 - Markham Rd,Bus,Inbound,13636,Markham Rd at Kirkham Dr
102,102 - Markham Rd,Bus,Inbound,13637,Markham Rd at 14th Ave
102,102 - Markham Rd,Bus,Inbound,13638,Markham Rd at Walkway to Clandfield St
102,102 - Markham Rd,Bus,Inbound,13639,Main St Markham South at James Scott Rd
102,102 - Markham Rd,Bus,Inbound,13640,Main St Markham South at Highway 7
102,102 - Markham Rd,Bus,Inbound,13641,Main St Markham North at Thomson Crt
102,102 - Markham Rd,Bus,Inbound,13642,Main St Markham North at Robinson St
102,102 - Markham Rd,Bus,Inbound,13643,Main St Markham North at Parkway Ave
102,102 - Markham Rd,Bus,Inbound,13644,Main St Markham North at Ramona Blvd - Markham GO Station
102,102 - Markham Rd,Bus,Inbound,13645,Main St Markham North at Springdale Ave
102,102 - Markham Rd,Bus,Inbound,13646,Main St Markham North at 16th Ave
102,102 - Markham Rd,Bus,Inbound,13647,9275 Markham Rd
102,102 - Markham Rd,Bus,Inbound,13680,Dynamic Dr at Turbina Ave North Side
102,102 - Markham Rd,Bus,Inbound,13681,145 Dynamic Dr
102,102 - Markham Rd,Bus,Inbound,13700,2275 Markham Rd
102,102 - Markham Rd,Bus,Inbound,13872,Dynamic Dr at Passmore Ave
102,102 - Markham Rd,Bus,Inbound,13900,Markham Rd at Passmore Ave North Side
102,102 - Markham Rd,Bus,Inbound,14157,7675 Markham Rd
102,102 - Markham Rd,Bus,Inbound,14324,Markham Rd at Edward Jeffreys Ave
102,102 - Markham Rd,Bus,Inbound,14339,Markham Rd at Bur Oak Ave - Mount Joy GO Station
102,102 - Markham Rd,Bus,Inbound,14608,Markham Rd at Select Ave
102,102 - Markham Rd,Bus,Inbound,15193,Tapscott Rd at Select Ave
102,102 - Markham Rd,Bus,Inbound,15381,Major Mackenzie Dr East at Markham Rd
102,102 - Markham Rd,Bus,Inbound,15382,Major Mackenzie Dr East at Ralph Chalmers Ave
102,102 - Markham Rd,Bus,Inbound,15391,Castlemore Ave at Markham Rd West Side
102,102 - Markham Rd,Bus,Inbound,15392,Castlemore Ave at Fred McLaren Blvd
102,102 - Markham Rd,Bus,Inbound,15393,Castlemore Ave at Mingay Ave
102,102 - Markham Rd,Bus,Inbound,15394,Mingay Ave at Fred McLaren Blvd
102,102 - Markham Rd,Bus,Inbound,15395,Mingay Ave at Major Mackenzie Dr East
102,102 - Markham Rd,Bus,Inbound,15535,Markham Rd at Greenholm Circt
102,102 - Markham Rd,Bus,Inbound,15670,Opposite 9690 Markham Rd
102,102 - Markham Rd,Bus,Inbound,15744,Kingston Rd at St Clair Ave East
102,102 - Markham Rd,Bus,Inbound,15855,2201 Markham Rd
102,102 - Markham Rd,Bus,Inbound,15887,Centennial College Bus Terminal
102,102 - Markham Rd,Bus,Inbound,16252,Morningside Ave at Passmore Ave - Amazon Fulfillment Centre
102,102 - Markham Rd,Bus,Inbound,16256,Morningside Ave at Passmore Ave
102,102 - Markham Rd,Bus,Inbound,16265,Dynamic Dr at McNicoll Ave North Side
102,102 - Markham Rd,Bus,Inbound,16281,Castlemore Ave at Hammersly Blvd
102,102 - Markham Rd,Bus,Inbound,16574,7075 Markham Rd
102,102 - Markham Rd,Bus,Inbound,16642,Warden Station
102,102 - Markham Rd,Bus,Inbound,16719,2661 Kingston Rd
102,102 - Markham Rd,Bus,Outbound,1212,Kingston Rd at Neilson Ave West Side
102,102 - Markham Rd,Bus,Outbound,1553,St Clair Ave East at Andrew Ave
102,102 - Markham Rd,Bus,Outbound,1554,St Clair Ave East at Birchmount Rd West Side
102,102 - Markham Rd,Bus,Outbound,1555,St Clair Ave East at Brimley Rd West Side
102,102 - Markham Rd,Bus,Outbound,1558,St Clair Ave East at Danforth Rd
102,102 - Markham Rd,Bus,Outbound,1560,St Clair Ave East at Fermoy Rd
102,102 - Markham Rd,Bus,Outbound,1563,St Clair Ave East at Kennedy Rd
102,102 - Markham Rd,Bus,Outbound,1565,St Clair Ave East at Kingston Rd West Side
102,102 - Markham Rd,Bus,Outbound,1568,St Clair Ave East at Marsh Rd
102,102 - Markham Rd,Bus,Outbound,1570,St Clair Ave East at Midland Ave
102,102 - Markham Rd,Bus,Outbound,1571,St Clair Ave East at North Woodrow Blvd
102,102 - Markham Rd,Bus,Outbound,4204,Kingston Rd at Bellamy Rd South
102,102 - Markham Rd,Bus,Outbound,4220,Kingston Rd at Pine Ridge Dr
102,102 - Markham Rd,Bus,Outbound,4224,Kingston Rd at Fenwood Heights West Side
102,102 - Markham Rd,Bus,Outbound,4239,Kingston Rd at Mason Rd
102,102 - Markham Rd,Bus,Outbound,4240,Kingston Rd at McCowan Rd
102,102 - Markham Rd,Bus,Outbound,4242,Kingston Rd at McNab Blvd
102,102 - Markham Rd,Bus,Outbound,4251,Kingston Rd at Parkcrest Dr
102,102 - Markham Rd,Bus,Outbound,4469,Markham Rd at Milner Ave
102,102 - Markham Rd,Bus,Outbound,4625,St Clair Ave East at Jeanette St
102,102 - Markham Rd,Bus,Outbound,5553,Markham Rd at Blakemanor Blvd South Side
102,102 - Markham Rd,Bus,Outbound,5555,Markham Rd at Brimorton Dr
102,102 - Markham Rd,Bus,Outbound,5558,Markham Rd at Eastpark Blvd
102,102 - Markham Rd,Bus,Outbound,5559,Markham Rd at Eglinton Ave East
102,102 - Markham Rd,Bus,Outbound,5560,Markham Rd at Ellesmere Rd
102,102 - Markham Rd,Bus,Outbound,5562,Markham Rd at Finch Ave East
102,102 - Markham Rd,Bus,Outbound,5563,Markham Rd at Greenbrae Circt
102,102 - Markham Rd,Bus,Outbound,5565,Markham Rd at Greencedar Circt
102,102 - Markham Rd,Bus,Outbound,5567,Markham Rd at Kingston Rd
102,102 - Markham Rd,Bus,Outbound,5568,Markham Rd at Lawrence Ave East
102,102 - Markham Rd,Bus,Outbound,5571,Markham Rd at Luella St
102,102 - Markham Rd,Bus,Outbound,5572,Markham Rd at Markanna Dr
102,102 - Markham Rd,Bus,Outbound,5574,Markham Rd at Nugget Ave
102,102 - Markham Rd,Bus,Outbound,5575,Markham Rd at Painted Post Dr
102,102 - Markham Rd,Bus,Outbound,5578,Markham Rd at Pandora Cir
102,102 - Markham Rd,Bus,Outbound,5579,Markham Rd at Progress Ave South Side
102,102 - Markham Rd,Bus,Outbound,5581,Markham Rd at Rochman Blvd South Side
102,102 - Markham Rd,Bus,Outbound,5583,Markham Rd at Sheppard Ave East
102,102 - Markham Rd,Bus,Outbound,5586,Markham Rd at Tuxedo Crt
102,102 - Markham Rd,Bus,Outbound,5587,Markham Rd at Verne Cres
102,102 - Markham Rd,Bus,Outbound,6008,Progress Ave at Opposite Roadway to Centennial College
102,102 - Markham Rd,Bus,Outbound,6115,St Clair Ave East at Linden Ave - Scarborough GO Station
102,102 - Markham Rd,Bus,Outbound,6126,St Clair Ave East at Santamonica Blvd
102,102 - Markham Rd,Bus,Outbound,10829,McNicoll Ave at Dynamic Dr East Side
102,102 - Markham Rd,Bus,Outbound,10840,McNicoll Ave at Markham Rd
102,102 - Markham Rd,Bus,Outbound,10841,Markham Rd at Nashdene Rd
102,102 - Markham Rd,Bus,Outbound,11563,150 Dynamic Dr
102,102 - Markham Rd,Bus,Outbound,11564,Dynamic Dr at Turbina Ave
102,102 - Markham Rd,Bus,Outbound,11565,80 Dynamic Dr
