stop_id,stop_name,bus_route_numbers,bus_route_names,directions,route_direction_pairs,eastbound_southbound_routes,westbound_northbound_routes,route_count
13704,Lawrence Ave East at Fern Meadow Rd,54; 354; 954,54 - Lawrence East; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND,54:EASTBOUND; 354:EASTBOUND; 954:EASTBOUND,54; 354; 954,,3
4417,Lawrence Ave East at Flerimac Rd,54; 354; 954,54 - Lawrence East; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND,54:EASTBOUND; 354:EASTBOUND; 954:EASTBOUND,54; 354; 954,,3
5265,Lawrence Ave East at Fortune Gate,54; 154; 354; 954,54 - Lawrence East; 154 - Curran Hall; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND,54:EASTBOUND; 154:EASTBOUND; 354:EASTBOUND; 954:EASTBOUND,54; 154; 354; 954,,4
5264,Lawrence Ave East at Fortune Gate East Side,54; 154; 354; 954,54 - Lawrence East; 154 - Curran Hall; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND; WESTBOUND,54:EASTBOUND; 154:WESTBOUND; 354:EASTBOUND; 954:EASTBOUND,,54; 154; 354; 954,4
5266,Lawrence Ave East at Galloway Rd,54; 354; 954,54 - Lawrence East; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND,54:EASTBOUND; 354:EASTBOUND; 954:EASTBOUND,,54; 354; 954,3
5267,Lawrence Ave East at Galloway Rd,54; 354; 954,54 - Lawrence East; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND,54:EASTBOUND; 354:EASTBOUND; 954:EASTBOUND,54; 354; 954,,3
5304,Lawrence Ave East at Goldberry Sq,54; 354; 954,54 - Lawrence East; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND,54:EASTBOUND; 354:EASTBOUND; 954:EASTBOUND,54; 354; 954,,3
5271,Lawrence Ave East at Greenbrae Circt,54; 154; 354,54 - Lawrence East; 154 - Curran Hall; 354 - Lawrence East,EASTBOUND,54:EASTBOUND; 154:EASTBOUND; 354:EASTBOUND,54; 154; 354,,3
5273,Lawrence Ave East at Greencedar Circt East Side,54; 154; 354,54 - Lawrence East; 154 - Curran Hall; 354 - Lawrence East,EASTBOUND; WESTBOUND,54:EASTBOUND; 154:WESTBOUND; 354:EASTBOUND,,54; 154; 354,3
5274,Lawrence Ave East at Greencrest Circt East Side,54; 154; 354; 954,54 - Lawrence East; 154 - Curran Hall; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND; WESTBOUND,54:EASTBOUND; 154:WESTBOUND; 354:EASTBOUND; 954:EASTBOUND,,54; 154; 354; 954,4
5272,Lawrence Ave East at Greenholm Circt,54; 154; 354; 954,54 - Lawrence East; 154 - Curran Hall; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND,54:EASTBOUND; 154:EASTBOUND; 354:EASTBOUND; 954:EASTBOUND,54; 154; 354; 954,,4
5275,Lawrence Ave East at Greenland Rd East Side,54; 191; 354,54 - Lawrence East; 191 - Underhill; 354 - Lawrence East,EASTBOUND; SOUTHBOUND,54:EASTBOUND; 191:SOUTHBOUND; 354:EASTBOUND,191,54; 354,3
4418,Lawrence Ave East at Homestead Rd,54; 86; 354; 954,54 - Lawrence East; 86 - Scarborough; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND; WESTBOUND,54:EASTBOUND; 86:WESTBOUND; 354:EASTBOUND; 954:EASTBOUND,,54; 86; 354; 954,4
5276,Lawrence Ave East at Howden Rd,54; 354,54 - Lawrence East; 354 - Lawrence East,EASTBOUND,54:EASTBOUND; 354:EASTBOUND,54; 354,,2
5279,Lawrence Ave East at Kennedy Rd East Side,54; 154; 354; 954,54 - Lawrence East; 154 - Curran Hall; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND; WESTBOUND,54:EASTBOUND; 154:WESTBOUND; 354:EASTBOUND; 954:EASTBOUND,,54; 154; 354; 954,4
5280,Lawrence Ave East at Kennedy Rd West Side,54; 354; 954,54 - Lawrence East; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND,54:EASTBOUND; 354:EASTBOUND; 954:EASTBOUND,54; 354; 954,,3
5281,Lawrence Ave East at Kingston Rd,54; 354; 954,54 - Lawrence East; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND,54:EASTBOUND; 354:EASTBOUND; 954:EASTBOUND,,54; 354; 954,3
5282,Lawrence Ave East at Kingston Rd,54; 86; 354; 954,54 - Lawrence East; 86 - Scarborough; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND,54:EASTBOUND; 86:EASTBOUND; 354:EASTBOUND; 954:EASTBOUND,54; 86; 354; 954,,4
2816,Lawrence Ave East at Leslie St,162,162 - Lawrence-Donway,WESTBOUND,162:WESTBOUND,,162,1
2815,Lawrence Ave East at Leslie St West Side,162,162 - Lawrence-Donway,EASTBOUND,162:EASTBOUND,162,,1
4419,Lawrence Ave East at Ling Rd,54; 86; 354; 954,54 - Lawrence East; 86 - Scarborough; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND; WESTBOUND,54:EASTBOUND; 86:WESTBOUND; 354:EASTBOUND; 954:EASTBOUND,,54; 86; 354; 954,4
5284,Lawrence Ave East at Manse Rd East Side,54; 86; 354; 954,54 - Lawrence East; 86 - Scarborough; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND; WESTBOUND,54:EASTBOUND; 86:WESTBOUND; 354:EASTBOUND; 954:EASTBOUND,,54; 86; 354; 954,4
5285,Lawrence Ave East at Manse Rd West Side,54; 86; 354; 954,54 - Lawrence East; 86 - Scarborough; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND,54:EASTBOUND; 86:EASTBOUND; 354:EASTBOUND; 954:EASTBOUND,54; 86; 354; 954,,4
5286,Lawrence Ave East at Marcos Blvd,54; 154; 354,54 - Lawrence East; 154 - Curran Hall; 354 - Lawrence East,EASTBOUND; WESTBOUND,54:EASTBOUND; 154:WESTBOUND; 354:EASTBOUND,,54; 154; 354,3
9503,Lawrence Ave East at Markham Rd,54; 154; 354; 954,54 - Lawrence East; 154 - Curran Hall; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND; WESTBOUND,54:EASTBOUND; 154:WESTBOUND; 354:EASTBOUND; 954:EASTBOUND,,54; 154; 354; 954,4
9504,Lawrence Ave East at Markham Rd,54; 154; 354; 954,54 - Lawrence East; 154 - Curran Hall; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND,54:EASTBOUND; 154:EASTBOUND; 354:EASTBOUND; 954:EASTBOUND,54; 154; 354; 954,,4
5292,Lawrence Ave East at Meadowvale Rd,54; 354; 954,54 - Lawrence East; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND,54:EASTBOUND; 354:EASTBOUND; 954:EASTBOUND,54; 354; 954,,3
5291,Lawrence Ave East at Meadowvale Rd East Side,54; 354; 954,54 - Lawrence East; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND,54:EASTBOUND; 354:EASTBOUND; 954:EASTBOUND,,54; 354; 954,3
4422,Lawrence Ave East at Megan Ave,54; 86; 354; 954,54 - Lawrence East; 86 - Scarborough; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND; WESTBOUND,54:EASTBOUND; 86:WESTBOUND; 354:EASTBOUND; 954:EASTBOUND,,54; 86; 354; 954,4
5294,Lawrence Ave East at Midland Ave East Side,54; 154; 354; 954,54 - Lawrence East; 154 - Curran Hall; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND; WESTBOUND,54:EASTBOUND; 154:WESTBOUND; 354:EASTBOUND; 954:EASTBOUND,,54; 154; 354; 954,4
5293,Lawrence Ave East at Midland Ave West Side,54; 354; 954,54 - Lawrence East; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND,54:EASTBOUND; 354:EASTBOUND; 954:EASTBOUND,54; 354; 954,,3
2817,Lawrence Ave East at Mildenhall Rd,124; 162; 352,124 - Sunnybrook; 162 - Lawrence-Donway; 352 - Lawrence West,EASTBOUND,124:EASTBOUND; 162:EASTBOUND; 352:EASTBOUND,124; 162; 352,,3
9157,Lawrence Ave East at Mildenhall Rd,124; 162; 352,124 - Sunnybrook; 162 - Lawrence-Donway; 352 - Lawrence West,WESTBOUND,124:WESTBOUND; 162:WESTBOUND; 352:WESTBOUND,,124; 162; 352,3
11185,Lawrence Ave East at Morning Dew Rd,54; 86; 354; 954,54 - Lawrence East; 86 - Scarborough; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND; WESTBOUND,54:EASTBOUND; 86:WESTBOUND; 354:EASTBOUND; 954:EASTBOUND,,54; 86; 354; 954,4
4423,Lawrence Ave East at Morningside Ave,54; 86; 354; 954,54 - Lawrence East; 86 - Scarborough; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND; WESTBOUND,54:EASTBOUND; 86:WESTBOUND; 354:EASTBOUND; 954:EASTBOUND,,54; 86; 354; 954,4
4424,Lawrence Ave East at Morningside Ave,54; 86; 354; 954,54 - Lawrence East; 86 - Scarborough; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND,54:EASTBOUND; 86:EASTBOUND; 354:EASTBOUND; 954:EASTBOUND,54; 86; 354; 954,,4
5297,Lawrence Ave East at Mossbank Dr,54; 354,54 - Lawrence East; 354 - Lawrence East,EASTBOUND,54:EASTBOUND; 354:EASTBOUND,,54; 354,2
5296,Lawrence Ave East at Mossbank Dr West Side,54; 354,54 - Lawrence East; 354 - Lawrence East,EASTBOUND,54:EASTBOUND; 354:EASTBOUND,54; 354,,2
1226,Lawrence Ave East at Mt Pleasant Rd,124; 162; 352,124 - Sunnybrook; 162 - Lawrence-Donway; 352 - Lawrence West,EASTBOUND,124:EASTBOUND; 162:EASTBOUND; 352:EASTBOUND,124; 162; 352,,3
2819,Lawrence Ave East at Mt Pleasant Rd,124; 162; 352,124 - Sunnybrook; 162 - Lawrence-Donway; 352 - Lawrence West,WESTBOUND,124:WESTBOUND; 162:WESTBOUND; 352:WESTBOUND,,124; 162; 352,3
5308,Lawrence Ave East at Opposite Cedarbrae Mall,54; 154; 354,54 - Lawrence East; 154 - Curran Hall; 354 - Lawrence East,EASTBOUND,54:EASTBOUND; 154:EASTBOUND; 354:EASTBOUND,54; 154; 354,,3
9969,Lawrence Ave East at Opposite Walkway to Ridgewood Rd,54; 354; 954,54 - Lawrence East; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND,54:EASTBOUND; 354:EASTBOUND; 954:EASTBOUND,,54; 354; 954,3
5299,Lawrence Ave East at Orton Park Rd,54; 354; 954,54 - Lawrence East; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND,54:EASTBOUND; 354:EASTBOUND; 954:EASTBOUND,,54; 354; 954,3
5300,Lawrence Ave East at Orton Park Rd,54; 354; 954,54 - Lawrence East; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND,54:EASTBOUND; 354:EASTBOUND; 954:EASTBOUND,54; 354; 954,,3
5302,Lawrence Ave East at Overture Rd,54; 354,54 - Lawrence East; 354 - Lawrence East,EASTBOUND,54:EASTBOUND; 354:EASTBOUND,,54; 354,2
5301,Lawrence Ave East at Overture Rd West Side,54; 354,54 - Lawrence East; 354 - Lawrence East,EASTBOUND,54:EASTBOUND; 354:EASTBOUND,54; 354,,2
5303,Lawrence Ave East at Paulander Ave,54; 354; 954,54 - Lawrence East; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND,54:EASTBOUND; 354:EASTBOUND; 954:EASTBOUND,,54; 354; 954,3
5305,Lawrence Ave East at Pharmacy Ave,54; 354; 954,54 - Lawrence East; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND,54:EASTBOUND; 354:EASTBOUND; 954:EASTBOUND,,54; 354; 954,3
5306,Lawrence Ave East at Pharmacy Ave,54; 354; 954,54 - Lawrence East; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND,54:EASTBOUND; 354:EASTBOUND; 954:EASTBOUND,54; 354; 954,,3
16809,Lawrence Ave East at Port Union Rd,38; 54; 200; 354; 395; 954,38 - Highland Creek; 54 - Lawrence East; 200 - Toronto Zoo; 354 - Lawrence East; 395 - York Mills; 954 - Lawrence East Express,WESTBOUND; EASTBOUND; NORTHBOUND,38:WESTBOUND; 54:EASTBOUND; 200:NORTHBOUND; 354:EASTBOUND; 395:WESTBOUND; 954:EASTBOUND,,38; 54; 200; 354; 395; 954,6
5309,Lawrence Ave East at Port Union Rd West Side,54; 354; 954,54 - Lawrence East; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND,54:EASTBOUND; 354:EASTBOUND; 954:EASTBOUND,54; 354; 954,,3
5311,Lawrence Ave East at Prudential Dr East Side,54; 154; 354,54 - Lawrence East; 154 - Curran Hall; 354 - Lawrence East,EASTBOUND; WESTBOUND,54:EASTBOUND; 154:WESTBOUND; 354:EASTBOUND,,54; 154; 354,3
5312,Lawrence Ave East at Railside Rd (East),54; 91; 354,54 - Lawrence East; 91 - Woodbine; 354 - Lawrence East,EASTBOUND; NORTHBOUND,54:EASTBOUND; 91:NORTHBOUND; 354:EASTBOUND,,54; 91; 354,3
5313,Lawrence Ave East at Railside Rd (West) East Side,54; 91; 191; 354; 954,54 - Lawrence East; 91 - Woodbine; 191 - Underhill; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND; NORTHBOUND,54:EASTBOUND; 91:NORTHBOUND; 191:NORTHBOUND; 354:EASTBOUND; 954:EASTBOUND,,54; 91; 191; 354; 954,5
1227,Lawrence Ave East at Ronan Ave,124; 162; 352,124 - Sunnybrook; 162 - Lawrence-Donway; 352 - Lawrence West,WESTBOUND,124:WESTBOUND; 162:WESTBOUND; 352:WESTBOUND,,124; 162; 352,3
1228,Lawrence Ave East at Ronan Ave,124; 162; 352,124 - Sunnybrook; 162 - Lawrence-Donway; 352 - Lawrence West,EASTBOUND,124:EASTBOUND; 162:EASTBOUND; 352:EASTBOUND,124; 162; 352,,3
5316,Lawrence Ave East at Scarborough Golf Club Rd,54; 354; 954,54 - Lawrence East; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND,54:EASTBOUND; 354:EASTBOUND; 954:EASTBOUND,,54; 354; 954,3
5317,Lawrence Ave East at Scarborough Golf Club Rd,54; 354; 954,54 - Lawrence East; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND,54:EASTBOUND; 354:EASTBOUND; 954:EASTBOUND,54; 354; 954,,3
9967,Lawrence Ave East at Stotts Ter,54; 354; 954,54 - Lawrence East; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND,54:EASTBOUND; 354:EASTBOUND; 954:EASTBOUND,,54; 354; 954,3
9972,Lawrence Ave East at Stotts Ter West Side,54; 354; 954,54 - Lawrence East; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND,54:EASTBOUND; 354:EASTBOUND; 954:EASTBOUND,54; 354; 954,,3
5319,Lawrence Ave East at Susan St,54; 354,54 - Lawrence East; 354 - Lawrence East,EASTBOUND,54:EASTBOUND; 354:EASTBOUND,,54; 354,2
16451,Lawrence Ave East at The Bridle Path,162,162 - Lawrence-Donway,EASTBOUND,162:EASTBOUND,162,,1
5259,Lawrence Ave East at The Donway East,54; 191; 354; 403; 954,54 - Lawrence East; 191 - Underhill; 354 - Lawrence East; 403 - South Don Mills; 954 - Lawrence East Express,EASTBOUND; SOUTHBOUND; NORTHBOUND,54:EASTBOUND; 191:SOUTHBOUND; 354:EASTBOUND; 403:NORTHBOUND; 954:EASTBOUND,191,54; 354; 403; 954,5
5260,Lawrence Ave East at The Donway East,54; 191; 354; 954,54 - Lawrence East; 191 - Underhill; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND; NORTHBOUND,54:EASTBOUND; 191:NORTHBOUND; 354:EASTBOUND; 954:EASTBOUND,54; 354; 954,191,4
5261,Lawrence Ave East at The Donway West,162,162 - Lawrence-Donway,WESTBOUND,162:WESTBOUND,,162,1
16527,Lawrence Ave East at Townley Ave,54; 354,54 - Lawrence East; 354 - Lawrence East,EASTBOUND,54:EASTBOUND; 354:EASTBOUND,,54; 354,2
5322,Lawrence Ave East at Townley Ave,54; 354,54 - Lawrence East; 354 - Lawrence East,EASTBOUND,54:EASTBOUND; 354:EASTBOUND,54; 354,,2
16353,Lawrence Ave East at Tremont Cres (East) East Side,51; 162,51 - Leslie; 162 - Lawrence-Donway,SOUTHBOUND; WESTBOUND,51:SOUTHBOUND; 162:WESTBOUND,51,162,2
2820,Lawrence Ave East at Tremont Cres (East) West Side,51; 162,51 - Leslie; 162 - Lawrence-Donway,NORTHBOUND; EASTBOUND,51:NORTHBOUND; 162:EASTBOUND,162,51,2
5323,Lawrence Ave East at Tremont Cres (West),51; 162,51 - Leslie; 162 - Lawrence-Donway,SOUTHBOUND; WESTBOUND,51:SOUTHBOUND; 162:WESTBOUND,51,162,2
2822,Lawrence Ave East at Tremont Cres (West) West Side,51; 162,51 - Leslie; 162 - Lawrence-Donway,NORTHBOUND; EASTBOUND,51:NORTHBOUND; 162:EASTBOUND,162,51,2
5324,Lawrence Ave East at Underhill Dr,54; 91; 354; 954,54 - Lawrence East; 91 - Woodbine; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND; SOUTHBOUND,54:EASTBOUND; 91:SOUTHBOUND; 354:EASTBOUND; 954:EASTBOUND,54; 91; 354; 954,,4
5325,Lawrence Ave East at Underwriters Rd,54; 354,54 - Lawrence East; 354 - Lawrence East,EASTBOUND,54:EASTBOUND; 354:EASTBOUND,,54; 354,2
4425,Lawrence Ave East at Valia Rd,54; 86; 354; 954,54 - Lawrence East; 86 - Scarborough; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND; WESTBOUND,54:EASTBOUND; 86:WESTBOUND; 354:EASTBOUND; 954:EASTBOUND,,54; 86; 354; 954,4
5289,Lawrence Ave East at Valparaiso Ave Scarborough General Hospital,54; 154; 354; 954,54 - Lawrence East; 154 - Curran Hall; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND,54:EASTBOUND; 154:EASTBOUND; 354:EASTBOUND; 954:EASTBOUND,54; 154; 354; 954,,4
5326,Lawrence Ave East at Victoria Park Ave,54; 354; 954,54 - Lawrence East; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND,54:EASTBOUND; 354:EASTBOUND; 954:EASTBOUND,54; 354; 954,,3
5328,Lawrence Ave East at Victoria Park Ave,54; 354; 954,54 - Lawrence East; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND,54:EASTBOUND; 354:EASTBOUND; 954:EASTBOUND,,54; 354; 954,3
9971,Lawrence Ave East at Walkway to Ridgewood Rd,54; 354; 954,54 - Lawrence East; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND,54:EASTBOUND; 354:EASTBOUND; 954:EASTBOUND,54; 354; 954,,3
1230,Lawrence Ave East at Wanless Cres (East),124; 162; 352,124 - Sunnybrook; 162 - Lawrence-Donway; 352 - Lawrence West,WESTBOUND,124:WESTBOUND; 162:WESTBOUND; 352:WESTBOUND,,124; 162; 352,3
1229,Lawrence Ave East at Wanless Cres (East) West Side,124; 162; 352,124 - Sunnybrook; 162 - Lawrence-Donway; 352 - Lawrence West,EASTBOUND,124:EASTBOUND; 162:EASTBOUND; 352:EASTBOUND,124; 162; 352,,3
1231,Lawrence Ave East at Wanless Cres (West),124; 162; 352,124 - Sunnybrook; 162 - Lawrence-Donway; 352 - Lawrence West,WESTBOUND,124:WESTBOUND; 162:WESTBOUND; 352:WESTBOUND,,124; 162; 352,3
1232,Lawrence Ave East at Wanless Cres (West),124; 162; 352,124 - Sunnybrook; 162 - Lawrence-Donway; 352 - Lawrence West,EASTBOUND,124:EASTBOUND; 162:EASTBOUND; 352:EASTBOUND,124; 162; 352,,3
5329,Lawrence Ave East at Warden Ave,54; 354; 954,54 - Lawrence East; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND,54:EASTBOUND; 354:EASTBOUND; 954:EASTBOUND,54; 354; 954,,3
5330,Lawrence Ave East at Warden Ave,54; 354; 954,54 - Lawrence East; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND,54:EASTBOUND; 354:EASTBOUND; 954:EASTBOUND,,54; 354; 954,3
4427,Lawrence Ave East at West Hill Dr,54; 86; 354; 954,54 - Lawrence East; 86 - Scarborough; 354 - Lawrence East; 954 - Lawrence East Express,EASTBOUND,54:EASTBOUND; 86:EASTBOUND; 354:EASTBOUND; 954:EASTBOUND,54; 86; 354; 954,,4
1233,Lawrence Ave East at Weybourne Cres East Side,124; 162; 352,124 - Sunnybrook; 162 - Lawrence-Donway; 352 - Lawrence West,WESTBOUND,124:WESTBOUND; 162:WESTBOUND; 352:WESTBOUND,,124; 162; 352,3
5333,Lawrence Ave East at Woodcliff Pl West Side,54; 191; 354,54 - Lawrence East; 191 - Underhill; 354 - Lawrence East,EASTBOUND; NORTHBOUND,54:EASTBOUND; 191:NORTHBOUND; 354:EASTBOUND,54; 354,191,3
1235,Lawrence Ave East at Yonge St East Side,124; 162; 352,124 - Sunnybrook; 162 - Lawrence-Donway; 352 - Lawrence West,WESTBOUND,124:WESTBOUND; 162:WESTBOUND; 352:WESTBOUND,,124; 162; 352,3
5334,Lawrence Ave West at Apex Rd,52; 59; 352; 400,52 - Lawrence West; 59 - Maple Leaf; 352 - Lawrence West; 400 - Lawrence Manor,EASTBOUND,52:EASTBOUND; 59:EASTBOUND; 352:EASTBOUND; 400:EASTBOUND,52; 59; 352; 400,,4
5335,Lawrence Ave West at Avenue Rd,52; 352; 952,52 - Lawrence West; 352 - Lawrence West; 952 - Lawrence West Express,WESTBOUND,52:WESTBOUND; 352:WESTBOUND; 952:WESTBOUND,,52; 352; 952,3
5336,Lawrence Ave West at Avenue Rd,52; 352; 952,52 - Lawrence West; 352 - Lawrence West; 952 - Lawrence West Express,EASTBOUND,52:EASTBOUND; 352:EASTBOUND; 952:EASTBOUND,52; 352; 952,,3
5337,Lawrence Ave West at Bathurst St,52; 352; 952,52 - Lawrence West; 352 - Lawrence West; 952 - Lawrence West Express,WESTBOUND,52:WESTBOUND; 352:WESTBOUND; 952:WESTBOUND,,52; 352; 952,3
5339,Lawrence Ave West at Bathurst St,52; 352; 952,52 - Lawrence West; 352 - Lawrence West; 952 - Lawrence West Express,EASTBOUND,52:EASTBOUND; 352:EASTBOUND; 952:EASTBOUND,52; 352; 952,,3
5338,Lawrence Ave West at Bathurst St West Side,52; 352,52 - Lawrence West; 352 - Lawrence West,EASTBOUND,52:EASTBOUND; 352:EASTBOUND,52; 352,,2
5340,Lawrence Ave West at Benton Rd,52; 352; 400; 952,52 - Lawrence West; 352 - Lawrence West; 400 - Lawrence Manor; 952 - Lawrence West Express,WESTBOUND,52:WESTBOUND; 352:WESTBOUND; 400:WESTBOUND; 952:WESTBOUND,,52; 352; 400; 952,4
5341,Lawrence Ave West at Benton Rd,52; 352; 400; 952,52 - Lawrence West; 352 - Lawrence West; 400 - Lawrence Manor; 952 - Lawrence West Express,EASTBOUND,52:EASTBOUND; 352:EASTBOUND; 400:EASTBOUND; 952:EASTBOUND,52; 352; 400; 952,,4
5342,Lawrence Ave West at Blackstone St,52; 352,52 - Lawrence West; 352 - Lawrence West,EASTBOUND,52:EASTBOUND; 352:EASTBOUND,52; 352,,2
5343,Lawrence Ave West at Bolingbroke Rd,52; 59; 352; 400,52 - Lawrence West; 59 - Maple Leaf; 352 - Lawrence West; 400 - Lawrence Manor,WESTBOUND,52:WESTBOUND; 59:WESTBOUND; 352:WESTBOUND; 400:WESTBOUND,,52; 59; 352; 400,4
5344,Lawrence Ave West at Bolingbroke Rd,52; 59; 352; 400,52 - Lawrence West; 59 - Maple Leaf; 352 - Lawrence West; 400 - Lawrence Manor,EASTBOUND,52:EASTBOUND; 59:EASTBOUND; 352:EASTBOUND; 400:EASTBOUND,52; 59; 352; 400,,4
5346,Lawrence Ave West at Brookhaven Dr,52; 352,52 - Lawrence West; 352 - Lawrence West,WESTBOUND,52:WESTBOUND; 352:WESTBOUND,,52; 352,2
5345,Lawrence Ave West at Brookhaven Dr West Side,52; 352,52 - Lawrence West; 352 - Lawrence West,EASTBOUND,52:EASTBOUND; 352:EASTBOUND,52; 352,,2
5347,Lawrence Ave West at Brookview Dr,52; 352; 400,52 - Lawrence West; 352 - Lawrence West; 400 - Lawrence Manor,WESTBOUND,52:WESTBOUND; 352:WESTBOUND; 400:WESTBOUND,,52; 352; 400,3
5348,Lawrence Ave West at Brookview Dr,52; 352; 400,52 - Lawrence West; 352 - Lawrence West; 400 - Lawrence Manor,EASTBOUND,52:EASTBOUND; 352:EASTBOUND; 400:EASTBOUND,52; 352; 400,,3
5349,Lawrence Ave West at Brucewood Cres,52; 352; 400,52 - Lawrence West; 352 - Lawrence West; 400 - Lawrence Manor,EASTBOUND; WESTBOUND,52:EASTBOUND; 352:EASTBOUND; 400:EASTBOUND; 400:WESTBOUND,52; 352; 400,400,3
5350,Lawrence Ave West at Caledonia Rd East Side,52; 59; 352; 400; 952,52 - Lawrence West; 59 - Maple Leaf; 352 - Lawrence West; 400 - Lawrence Manor; 952 - Lawrence West Express,WESTBOUND,52:WESTBOUND; 59:WESTBOUND; 352:WESTBOUND; 400:WESTBOUND; 952:WESTBOUND,,52; 59; 352; 400; 952,5
5351,Lawrence Ave West at Caledonia Rd West Side,52; 59; 352; 400; 952,52 - Lawrence West; 59 - Maple Leaf; 352 - Lawrence West; 400 - Lawrence Manor; 952 - Lawrence West Express,EASTBOUND,52:EASTBOUND; 59:EASTBOUND; 352:EASTBOUND; 400:EASTBOUND; 952:EASTBOUND,52; 59; 352; 400; 952,,5
5352,Lawrence Ave West at Chatsworth Dr,52; 352,52 - Lawrence West; 352 - Lawrence West,WESTBOUND,52:WESTBOUND; 352:WESTBOUND,,52; 352,2
15198,Lawrence Ave West at Corona St,52; 59; 352; 400,52 - Lawrence West; 59 - Maple Leaf; 352 - Lawrence West; 400 - Lawrence Manor,WESTBOUND,52:WESTBOUND; 59:WESTBOUND; 352:WESTBOUND; 400:WESTBOUND,,52; 59; 352; 400,4
5357,Lawrence Ave West at Culford Rd,52; 352; 952,52 - Lawrence West; 352 - Lawrence West; 952 - Lawrence West Express,EASTBOUND,52:EASTBOUND; 352:EASTBOUND; 952:EASTBOUND,52; 352; 952,,3
5356,Lawrence Ave West at Culford Rd East Side,52; 352; 952,52 - Lawrence West; 352 - Lawrence West; 952 - Lawrence West Express,WESTBOUND,52:WESTBOUND; 352:WESTBOUND; 952:WESTBOUND,,52; 352; 952,3
5358,Lawrence Ave West at De Marco Blvd West Side,52; 352,52 - Lawrence West; 352 - Lawrence West,EASTBOUND,52:EASTBOUND; 352:EASTBOUND,52; 352,,2
5359,Lawrence Ave West at Duckworth St,52; 352,52 - Lawrence West; 352 - Lawrence West,WESTBOUND,52:WESTBOUND; 352:WESTBOUND,,52; 352,2
5360,Lawrence Ave West at Dufferin St,52; 59; 352; 400; 952,52 - Lawrence West; 59 - Maple Leaf; 352 - Lawrence West; 400 - Lawrence Manor; 952 - Lawrence West Express,WESTBOUND,52:WESTBOUND; 59:WESTBOUND; 352:WESTBOUND; 400:WESTBOUND; 952:WESTBOUND,,52; 59; 352; 400; 952,5
5361,Lawrence Ave West at Dufferin St,52; 59; 352; 952,52 - Lawrence West; 59 - Maple Leaf; 352 - Lawrence West; 952 - Lawrence West Express,EASTBOUND,52:EASTBOUND; 59:EASTBOUND; 352:EASTBOUND; 952:EASTBOUND,52; 59; 352; 952,,4
