stop_id,stop_name,bus_route_numbers,bus_route_names,directions,route_direction_pairs,eastbound_southbound_routes,westbound_northbound_routes,route_count
16754,1 Front St West - Union Station,114; 121; 202,114 - Queens Quay East; 121 - Esplanade-River; 202 - Cherry Beach,EASTBOUND; WESTBOUND,114:EASTBOUND; 114:EASTBOUND; 121:EASTBOUND; 121:WESTBOUND; 202:EASTBOUND; 202:WESTBOUND,114; 121; 202,114; 121; 202,3
11655,1 Overland Dr - Better Living - Thompson House,403,403 - South Don Mills,EASTBOUND; NORTHBOUND,403:EASTBOUND; 403:NORTHBOUND,403,403,1
11259,1 and 3 Concorde Pl North Side,100,100 - Flemingdon Park,SOUTHBOUND; NORTHBOUND,100:SOUTHBOUND; 100:NORTHBOUND,100,100,1
15674,10 Deauville Lane,403,403 - South Don Mills,EASTBOUND; NORTHBOUND,403:EASTBOUND; 403:NORTHBOUND,403,403,1
11699,10 Disco Rd,112,112 - West Mall,WESTBOUND,112:WESTBOUND; 112:WESTBOUND,112,112,1
15608,10 Gower St - Gower Park Place,404,404 - East York,EASTBOUND,404:EASTBOUND; 404:EASTBOUND,404,404,1
604,100 Bridgeland Ave,18,18 - Caledonia,NORTHBOUND,18:NORTHBOUND,,18,1
11085,100 Carrier Dr,96,96 - Wilson,EASTBOUND,96:EASTBOUND,96,,1
11367,100 Consilium Pl,134,134 - Progress,NORTHBOUND,134:NORTHBOUND,,134,1
9664,100 Lesmill Rd,122,122 - Graydon Hall,EASTBOUND,122:EASTBOUND,122,,1
5850,100 Norfinch Dr,84,84 - Sheppard West,WESTBOUND,84:WESTBOUND,,84,1
8300,100 Steeles Ave West,60; 353,60 - Steeles West; 353 - Steeles,EASTBOUND,60:EASTBOUND; 353:EASTBOUND,60; 353,,2
4718,100 Wynford Dr - Bell Canada,100,100 - Flemingdon Park,SOUTHBOUND,100:SOUTHBOUND,100,,1
2109,101 Duncan Mill Rd,122,122 - Graydon Hall,WESTBOUND,122:WESTBOUND,,122,1
2874,1020 McNicoll Ave,42,42 - Cummer,EASTBOUND,42:EASTBOUND,42,,1
5591,1030 Martin Grove Rd,46,46 - Martin Grove,NORTHBOUND,46:NORTHBOUND,,46,1
14303,105 Clement Rd - Richview Residence - Clement Building,405,405 - Etobicoke,EASTBOUND,405:EASTBOUND,405,,1
10847,105 Ironside Cres,134,134 - Progress,SOUTHBOUND,134:SOUTHBOUND,134,,1
9565,105 Nugget Ave,131,131 - Nugget,WESTBOUND,131:WESTBOUND,131,,1
11656,1050 Don Mills Rd - Shops On Don Mills,403,403 - South Don Mills,EASTBOUND; NORTHBOUND,403:EASTBOUND; 403:NORTHBOUND,403,403,1
2875,1050 McNicoll Ave,42,42 - Cummer,EASTBOUND,42:EASTBOUND,42,,1
5592,1051 Martin Grove Rd @ Highway 409,46,46 - Martin Grove,SOUTHBOUND,46:SOUTHBOUND,46,,1
2899,1055 McNicoll Ave,42,42 - Cummer,WESTBOUND,42:WESTBOUND,,42,1
16565,106 Emmett Ave,73,73 - Royal York,NORTHBOUND,73:NORTHBOUND,,73,1
5205,106 Lansdowne Ave,47; 402,47 - Lansdowne; 402 - Parkdale,NORTHBOUND,47:NORTHBOUND; 402:NORTHBOUND,,47; 402,2
16834,109 Industry St,71; 171,71 - Runnymede; 171 - Mount Dennis,SOUTHBOUND,71:SOUTHBOUND; 171:SOUTHBOUND,71; 171,,2
16008,1091 Kingston Rd - Henley Gardens,404,404 - East York,EASTBOUND,404:EASTBOUND; 404:EASTBOUND,404,404,1
9605,1095 Bellamy Rd North,9,9 - Bellamy,SOUTHBOUND,9:SOUTHBOUND,9,,1
8349,11 Thorncliffe Park Dr,72; 88; 156; 325; 403,72 - Pape; 88 - South Leaside; 156 - Millwood; 325 - Don Mills; 403 - South Don Mills,SOUTHBOUND; WESTBOUND; NORTHBOUND; EASTBOUND,72:SOUTHBOUND; 88:WESTBOUND; 156:NORTHBOUND; 325:SOUTHBOUND; 403:EASTBOUND,72; 156; 325; 403,88,5
13328,110 Morningview Trail,131,131 - Nugget,EASTBOUND,131:EASTBOUND,,131,1
9613,1100 Bellamy Rd North,9,9 - Bellamy,NORTHBOUND,9:NORTHBOUND,,9,1
375,1103 Birchmount Rd,17,17 - Birchmount,SOUTHBOUND,17:SOUTHBOUND,17,,1
15069,1103 Leslie St,51,51 - Leslie,SOUTHBOUND,51:SOUTHBOUND,51,,1
14996,1107 Avenue Rd - Marshall McLuhan Secondary School,61,61 - Avenue Rd North,NORTHBOUND,61:NORTHBOUND,61,,1
605,111 Bridgeland Ave,18,18 - Caledonia,SOUTHBOUND,18:SOUTHBOUND,18,,1
6275,111 Cactus Ave,98,98 - Willowdale-Senlac,EASTBOUND,98:EASTBOUND,98,,1
3481,111 Disco Rd,45,45 - Kipling,NORTHBOUND,45:NORTHBOUND,,45,1
13457,1111 Arrow Rd,84; 99; 119,84 - Sheppard West; 99 - Arrow Rd; 119 - Torbarrie,EASTBOUND; SOUTHBOUND,84:EASTBOUND; 99:SOUTHBOUND; 119:EASTBOUND,84; 99; 119,,3
3579,1111 Finch Ave West,36; 336,36 - Finch West; 336 - Finch West,WESTBOUND,36:WESTBOUND; 336:WESTBOUND,,36; 336,2
3580,1118 Finch Ave West,36; 336,36 - Finch West; 336 - Finch West,EASTBOUND,36:EASTBOUND; 336:EASTBOUND,36; 336,,2
376,1120 Birchmount Rd,17,17 - Birchmount,NORTHBOUND,17:NORTHBOUND,,17,1
5604,1120 Martin Grove Rd @ Highway 409,46,46 - Martin Grove,NORTHBOUND,46:NORTHBOUND,,46,1
10850,1120 Tapscott Rd,134,134 - Progress,SOUTHBOUND,134:SOUTHBOUND,134,,1
9159,1121 Leslie St,51,51 - Leslie,SOUTHBOUND,51:SOUTHBOUND,51,,1
5424,1125 Leslie St North Side,51,51 - Leslie,SOUTHBOUND,51:SOUTHBOUND,51,,1
16503,113 Toryork Dr,166,166 - Toryork,EASTBOUND,166:EASTBOUND,166,,1
11533,113 Valley Woods Rd,191,191 - Underhill,SOUTHBOUND,191:SOUTHBOUND,191,,1
154,1138 Bathurst St,7; 307,7 - Bathurst; 307 - Bathurst,NORTHBOUND,7:NORTHBOUND; 307:NORTHBOUND,,7; 307,2
9612,1148 Bellamy Rd North,9,9 - Bellamy,NORTHBOUND,9:NORTHBOUND,,9,1
9606,1149 Bellamy Rd North,9,9 - Bellamy,SOUTHBOUND,9:SOUTHBOUND,9,,1
1366,115 Milner Ave,132,132 - Milner,WESTBOUND,132:WESTBOUND,132,,1
5861,115 Norfinch Dr,84,84 - Sheppard West,EASTBOUND,84:EASTBOUND,84,,1
9299,115 Skyway Ave,112,112 - West Mall,WESTBOUND,112:WESTBOUND; 112:WESTBOUND,112,112,1
2603,1150 Finch Ave West,36; 336,36 - Finch West; 336 - Finch West,EASTBOUND,36:EASTBOUND; 336:EASTBOUND,36; 336,,2
15585,1150 Victoria Park Ave - No Frills,404,404 - East York,EASTBOUND,404:EASTBOUND; 404:EASTBOUND,404,404,1
11719,1155 Albion Rd,73,73 - Royal York,NORTHBOUND,73:NORTHBOUND,,73,1
15958,1161 Royal York Rd,48; 73,48 - Rathburn; 73 - Royal York,WESTBOUND; NORTHBOUND,48:WESTBOUND; 73:NORTHBOUND,,48; 73,2
9165,1165 Leslie St,51,51 - Leslie,SOUTHBOUND,51:SOUTHBOUND,51,,1
11718,1180 Albion Rd,73,73 - Royal York,SOUTHBOUND,73:SOUTHBOUND,73,,1
9129,1183 Finch Ave West,36; 336,36 - Finch West; 336 - Finch West,WESTBOUND,36:WESTBOUND; 336:WESTBOUND,,36; 336,2
15816,1189 Huntingwood Dr,169; 830,169 - Huntingwood; 830 - Henry Kelsey - Middlefield,WESTBOUND; SOUTHBOUND,169:WESTBOUND; 830:SOUTHBOUND,830,169,2
16632,1196 Castlefield Ave,164,164 - Castlefield,WESTBOUND,164:WESTBOUND,,164,1
6291,12 Carlaw Avenue,72; 325,72 - Pape; 325 - Don Mills,NORTHBOUND,72:NORTHBOUND; 325:NORTHBOUND,,72; 325,2
8348,12 Thorncliffe Park Dr,72; 325; 403,72 - Pape; 325 - Don Mills; 403 - South Don Mills,NORTHBOUND,72:NORTHBOUND; 325:NORTHBOUND; 403:NORTHBOUND,,72; 325; 403,3
7528,120 Bermondsey Rd,91,91 - Woodbine,NORTHBOUND,91:NORTHBOUND,,91,1
16370,120 Dallimore Circle,403,403 - South Don Mills,EASTBOUND; NORTHBOUND,403:EASTBOUND; 403:NORTHBOUND,403,403,1
2426,120 Emmett Ave at Roadway to West Park Healthcare Centre,73; 405,73 - Royal York; 405 - Etobicoke,SOUTHBOUND; WESTBOUND,73:SOUTHBOUND; 405:WESTBOUND,73,405,2
9596,120 McLevin Ave,131,131 - Nugget,EASTBOUND,131:EASTBOUND,,131,1
5851,120 Norfinch Dr,84,84 - Sheppard West,WESTBOUND,84:WESTBOUND,,84,1
9602,120 Nugget Ave,131,131 - Nugget,EASTBOUND,131:EASTBOUND,,131,1
6448,1200 Huntingwood Dr,169; 830,169 - Huntingwood; 830 - Henry Kelsey - Middlefield,EASTBOUND; NORTHBOUND,169:EASTBOUND; 830:NORTHBOUND,169,830,2
11397,1200-1202 York Mills Rd,95; 191; 395,95 - York Mills; 191 - Underhill; 395 - York Mills,EASTBOUND; SOUTHBOUND,95:EASTBOUND; 191:SOUTHBOUND; 395:EASTBOUND,95; 191; 395,,3
5206,1216 Lansdowne Ave,47,47 - Lansdowne,NORTHBOUND,47:NORTHBOUND,,47,1
6664,1222 Pharmacy Ave,67,67 - Pharmacy,NORTHBOUND,67:NORTHBOUND,,67,1
16713,123 Guildwood Pkwy - Guildwood Village Shopping Centre,406,406 - Scarborough-Guildwood,SOUTHBOUND; NORTHBOUND,406:SOUTHBOUND; 406:NORTHBOUND,406,406,1
14299,123 La Rose Ave - St Demetrius Seniors Residence,405,405 - Etobicoke,EASTBOUND; WESTBOUND,405:EASTBOUND; 405:WESTBOUND,405,405,1
4726,123 Wynford Dr,100,100 - Flemingdon Park,NORTHBOUND,100:NORTHBOUND,,100,1
993,1234 Dupont St,26,26 - Dupont,EASTBOUND,26:EASTBOUND,26,,1
9316,1235 Ormont Dr,165,165 - Weston Rd North,EASTBOUND,165:EASTBOUND,165,,1
6665,1235 Pharmacy Ave,67,67 - Pharmacy,SOUTHBOUND,67:SOUTHBOUND,67,,1
1350,124 Milner Ave,132,132 - Milner,EASTBOUND,132:EASTBOUND,,132,1
1018,1245 Dupont St,26,26 - Dupont,WESTBOUND,26:WESTBOUND,,26,1
5593,1245 Martin Grove Rd,46,46 - Martin Grove,SOUTHBOUND,46:SOUTHBOUND,46,,1
7529,125 Bermondsey Rd,91,91 - Woodbine,SOUTHBOUND,91:SOUTHBOUND,91,,1
1367,125 Milner Ave,132,132 - Milner,WESTBOUND,132:WESTBOUND,132,,1
5852,125 Norfinch Dr,84,84 - Sheppard West,EASTBOUND,84:EASTBOUND,84,,1
13943,125 The Queensway,66; 80,66 - Prince Edward; 80 - Queensway,NORTHBOUND; WESTBOUND,66:NORTHBOUND; 80:WESTBOUND,,66; 80,2
16709,1255 McCowan Rd - Freshco,406,406 - Scarborough-Guildwood,SOUTHBOUND; NORTHBOUND,406:SOUTHBOUND; 406:NORTHBOUND,406,406,1
11036,127 Victoria Park Ave - Neil McNeil Secondary School,12,12 - Kingston Rd,EASTBOUND,12:EASTBOUND,12,,1
2928,1275 Morningside Ave,116,116 - Morningside,WESTBOUND,116:WESTBOUND,,116,1
4936,1290 Danforth Rd,16; 316,16 - McCowan; 316 - Kingston Rd-McCowan,NORTHBOUND,16:NORTHBOUND; 316:NORTHBOUND,,16; 316,2
7688,1299 Ellesmere Rd,95; 395,95 - York Mills; 395 - York Mills,WESTBOUND,95:WESTBOUND; 395:WESTBOUND,,95; 395,2
339,130 Bellamy Rd North,9,9 - Bellamy,NORTHBOUND,9:NORTHBOUND,,9,1
6313,130 Commissioners St,114,114 - Queens Quay East,EASTBOUND,114:EASTBOUND,114,,1
1351,130 Milner Ave,132,132 - Milner,EASTBOUND,132:EASTBOUND,,132,1
4485,130 Milvan Dr,119,119 - Torbarrie,EASTBOUND,119:EASTBOUND,119,,1
16714,130 Westlake Rd - Guildwood Station,406,406 - Scarborough-Guildwood,SOUTHBOUND; NORTHBOUND,406:SOUTHBOUND; 406:NORTHBOUND,406,406,1
7672,1300 Ellesmere Rd,95; 395,95 - York Mills; 395 - York Mills,EASTBOUND,95:EASTBOUND; 395:EASTBOUND,95; 395,,2
11276,1300 Leslie St,51,51 - Leslie,NORTHBOUND,51:NORTHBOUND,,51,1
5881,131 Oakdale Rd,84,84 - Sheppard West,EASTBOUND,84:EASTBOUND,84,,1
2930,1315 Morningside Ave,116,116 - Morningside,WESTBOUND,116:WESTBOUND,,116,1
11329,1315 and 1319 Neilson Rd,133; 334,133 - Neilson; 334 - Eglinton,SOUTHBOUND; WESTBOUND,133:SOUTHBOUND; 334:WESTBOUND,133,334,2
5207,1325 Lansdowne Ave,47,47 - Lansdowne,SOUTHBOUND,47:SOUTHBOUND,47,,1
5618,1330 Martin Grove Rd,46,46 - Martin Grove,NORTHBOUND,46:NORTHBOUND,,46,1
10128,134 Park Lawn Rd,66,66 - Prince Edward,NORTHBOUND,66:NORTHBOUND,,66,1
11156,135 Commander Blvd,169,169 - Huntingwood,WESTBOUND,169:WESTBOUND,,169,1
12170,135 La Rose Ave,73; 405,73 - Royal York; 405 - Etobicoke,SOUTHBOUND; WESTBOUND,73:SOUTHBOUND; 405:WESTBOUND,73,405,2
16509,135 Milvan Dr,166,166 - Toryork,WESTBOUND,166:WESTBOUND,,166,1
15728,135 The West Mall,123,123 - Sherway,EASTBOUND,123:EASTBOUND,123,,1
421,1360 Birchmount Rd,17,17 - Birchmount,NORTHBOUND,17:NORTHBOUND,,17,1
16573,138 Bellamy Rd North,9,9 - Bellamy,SOUTHBOUND,9:SOUTHBOUND,9,,1
5882,138 Oakdale Rd,84,84 - Sheppard West,WESTBOUND,84:WESTBOUND,,84,1
7588,14 Carluke Cres,78,78 - St Andrews,WESTBOUND,78:WESTBOUND,,78,1
4873,140 Church St,59,59 - Maple Leaf,EASTBOUND,59:EASTBOUND,59,,1
6307,140 Commander Blvd,169,169 - Huntingwood,EASTBOUND,169:EASTBOUND,169,,1
6764,140 Pleasant View Dr,10; 169,10 - Van Horne; 169 - Huntingwood,WESTBOUND; EASTBOUND,10:WESTBOUND; 169:EASTBOUND,169,10,2
13321,141 Morningview Trail,131,131 - Nugget,WESTBOUND,131:WESTBOUND,131,,1
16655,1410 Military Trail,38,38 - Highland Creek,EASTBOUND,38:EASTBOUND,38,,1
2970,1415 Morningside Ave,116; 131,116 - Morningside; 131 - Nugget,WESTBOUND,116:WESTBOUND; 131:WESTBOUND,131,116,2
4874,143 Church St,59,59 - Maple Leaf,WESTBOUND,59:WESTBOUND,,59,1
16502,143 Toryork Dr,166,166 - Toryork,EASTBOUND,166:EASTBOUND,166,,1
14307,1447 Royal York Rd - Humbervale Residence,405,405 - Etobicoke,EASTBOUND; WESTBOUND,405:EASTBOUND; 405:WESTBOUND,405,405,1
11079,145 Carrier Dr,96,96 - Wilson,WESTBOUND,96:WESTBOUND,,96,1
13681,145 Dynamic Dr,102,102 - Markham Rd,SOUTHBOUND,102:SOUTHBOUND,102,,1
1907,1450 Don Mills Rd,25; 325,25 - Don Mills; 325 - Don Mills,NORTHBOUND,25:NORTHBOUND; 325:NORTHBOUND,,25; 325,2
13438,1450 Sheppard Ave West,84; 106; 108; 384,84 - Sheppard West; 106 - Sentinel; 108 - Driftwood; 384 - Sheppard West,EASTBOUND,84:EASTBOUND; 106:EASTBOUND; 108:EASTBOUND; 384:EASTBOUND,84; 106; 108; 384,,4
4782,1451 Avenue Rd - Havergal College,61,61 - Avenue Rd North,NORTHBOUND,61:NORTHBOUND,61,,1
606,150 Bridgeland Ave,18,18 - Caledonia,NORTHBOUND,18:NORTHBOUND,,18,1
9985,150 Culford Rd,59,59 - Maple Leaf,WESTBOUND,59:WESTBOUND,,59,1
3477,150 Disco Rd,45,45 - Kipling,SOUTHBOUND,45:SOUTHBOUND,45,,1
11563,150 Dynamic Dr,42; 102,42 - Cummer; 102 - Markham Rd,WESTBOUND; NORTHBOUND,42:WESTBOUND; 102:NORTHBOUND,,42; 102,2
16011,150 Emmett Ave - West Park Long Term Care,405,405 - Etobicoke,WESTBOUND,405:WESTBOUND,,405,1
9551,150 Murison Blvd,132,132 - Milner,WESTBOUND,132:WESTBOUND,132,,1
6611,150 Neptune Dr,109; 400,109 - Ranee; 400 - Lawrence Manor,NORTHBOUND; EASTBOUND; WESTBOUND,109:NORTHBOUND; 400:EASTBOUND; 400:WESTBOUND,400,109; 400,2
8046,150 Railside Rd,91,91 - Woodbine,SOUTHBOUND,91:SOUTHBOUND,91,,1
14264,150 Staines Rd West Side,53; 133; 353; 939; 953,53 - Steeles East; 133 - Neilson; 353 - Steeles; 939 - Finch Express; 953 - Steeles East Express,EASTBOUND; SOUTHBOUND,53:EASTBOUND; 133:SOUTHBOUND; 353:EASTBOUND; 939:EASTBOUND; 953:EASTBOUND,133; 939,53; 353; 953,5
14300,1500 Royal York Rd - Royal York Plaza/Metro,405,405 - Etobicoke,EASTBOUND; WESTBOUND,405:EASTBOUND; 405:WESTBOUND,405,405,1
5853,151 Norfinch Dr,84,84 - Sheppard West,EASTBOUND,84:EASTBOUND,84,,1
1684,1515 Albion Rd - Albion Library,73,73 - Royal York,NORTHBOUND,73:NORTHBOUND,,73,1
1685,1530 Albion Rd - Albion Centre,73,73 - Royal York,SOUTHBOUND,73:SOUTHBOUND,73,,1
5863,154 Norfinch Dr,84,84 - Sheppard West,WESTBOUND,84:WESTBOUND,,84,1
14302,1540 Kipling Ave - Richview Residence - Kipling Building,405,405 - Etobicoke,EASTBOUND; WESTBOUND,405:EASTBOUND; 405:WESTBOUND,405,405,1
15723,156 Borough Dr - Scarborough Civic Centre and Library,406,406 - Scarborough-Guildwood,SOUTHBOUND; NORTHBOUND,406:SOUTHBOUND; 406:NORTHBOUND,406,406,1
9662,156 Duncan Mill Rd,122,122 - Graydon Hall,EASTBOUND,122:EASTBOUND,122,,1
16501,157 Toryork Dr,166,166 - Toryork,EASTBOUND,166:EASTBOUND,166,,1
16411,16 Dallimore Cir,403,403 - South Don Mills,EASTBOUND; NORTHBOUND,403:EASTBOUND; 403:NORTHBOUND,403,403,1
3013,16 Park Lane Cir,162,162 - Lawrence-Donway,WESTBOUND,162:WESTBOUND,,162,1
1981,16 The Donway East - Opposite Don Mills Collegiate,51; 403,51 - Leslie; 403 - South Don Mills,NORTHBOUND,51:NORTHBOUND; 403:NORTHBOUND,,51; 403,2
11086,160 Carrier Dr,96,96 - Wilson,EASTBOUND,96:EASTBOUND,96,,1
3704,160 Horner Ave - Toronto South Detention Centre,110,110 - Islington South,NORTHBOUND,110:NORTHBOUND,,110,1
9521,160 Tycos Dr,14,14 - Glencairn,EASTBOUND,14:EASTBOUND,14,,1
6900,1610 The Queensway,80,80 - Queensway,EASTBOUND,80:EASTBOUND,80,,1
6901,1611 The Queensway,80,80 - Queensway,WESTBOUND,80:WESTBOUND,,80,1
5869,166 Norfinch Dr,84,84 - Sheppard West,WESTBOUND,84:WESTBOUND,,84,1
2632,1685 Finch Ave West - St Wilfred Cathoiic School,336,336 - Finch West,WESTBOUND,336:WESTBOUND,,336,1
3277,1686 Albion Rd,73,73 - Royal York,SOUTHBOUND,73:SOUTHBOUND,73,,1
16010,170 Emmett Ave - West Park Healthcare Centre - Main Entrance,405,405 - Etobicoke,EASTBOUND; WESTBOUND,405:EASTBOUND; 405:WESTBOUND,405,405,1
9649,170 Nugget Ave,131,131 - Nugget,EASTBOUND,131:EASTBOUND,,131,1
16830,1700 Wilson Ave,96; 118; 119; 165; 396,96 - Wilson; 118 - Thistle Down; 119 - Torbarrie; 165 - Weston Rd North; 396 - Wilson,EASTBOUND,96:EASTBOUND; 118:EASTBOUND; 119:EASTBOUND; 165:EASTBOUND; 396:EASTBOUND,96; 118; 119; 165; 396,,5
5682,1710 Midland Ave,57,57 - Midland,NORTHBOUND,57:NORTHBOUND,,57,1
3774,1738 Islington Ave - Richview Collegiate,37; 337,37 - Islington; 337 - Islington,NORTHBOUND,37:NORTHBOUND; 337:NORTHBOUND,,37; 337,2
15022,174 Fenmar Dr,119,119 - Torbarrie,EASTBOUND,119:EASTBOUND,119,,1
699,175 Caledonia Rd,47,47 - Lansdowne,SOUTHBOUND,47:SOUTHBOUND,47,,1
8257,1750 Steeles Ave West,60; 353,60 - Steeles West; 353 - Steeles,EASTBOUND,60:EASTBOUND; 353:EASTBOUND,60; 353,,2
16558,1775 Weston Rd,89,89 - Weston,SOUTHBOUND,89:SOUTHBOUND,89,,1
377,1792 Birchmount Rd,17,17 - Birchmount,NORTHBOUND,17:NORTHBOUND,,17,1
14927,18 Huddersfield Rd,96,96 - Wilson,EASTBOUND,96:EASTBOUND,96,,1
14928,18 Huddersfield Rd,96,96 - Wilson,WESTBOUND,96:WESTBOUND,,96,1
700,180 Caledonia Rd,47,47 - Lansdowne,NORTHBOUND,47:NORTHBOUND,,47,1
4486,180 Milvan Dr,119,119 - Torbarrie,EASTBOUND,119:EASTBOUND,119,,1
10253,180 Yorkland Blvd,24; 167,24 - Victoria Park; 167 - Pharmacy North,SOUTHBOUND; NORTHBOUND,24:SOUTHBOUND; 167:NORTHBOUND,24,167,2
9407,1800 The Queensway,80; 123,80 - Queensway; 123 - Sherway,EASTBOUND,80:EASTBOUND; 123:EASTBOUND,80,123,2
11828,1801 O'Connor Dr,70,70 - O'Connor,WESTBOUND,70:WESTBOUND,70,,1
10810,1811 Albion Rd,73,73 - Royal York,NORTHBOUND,73:NORTHBOUND,,73,1
14145,1816 Lake Shore Blvd East,92,92 - Woodbine South,NORTHBOUND,92:NORTHBOUND,,92,1
14273,1816 Lake Shore Blvd East,92,92 - Woodbine South,SOUTHBOUND,92:SOUTHBOUND,92,,1
2447,185 Evans Ave,15; 315,15 - Evans; 315 - Evans-Brown's Line,WESTBOUND,15:WESTBOUND; 315:WESTBOUND,15,315,2
9654,185 Graydon Hall Dr,122,122 - Graydon Hall,WESTBOUND,122:WESTBOUND,,122,1
13684,185 Yorkland Blvd,24; 167,24 - Victoria Park; 167 - Pharmacy North,NORTHBOUND,24:NORTHBOUND; 167:NORTHBOUND,167,24,2
4243,1859 Kingston Rd,12; 316,12 - Kingston Rd; 316 - Kingston Rd-McCowan,WESTBOUND; SOUTHBOUND,12:WESTBOUND; 316:SOUTHBOUND,316,12,2
5686,1860 Midland Ave,57,57 - Midland,NORTHBOUND,57:NORTHBOUND,,57,1
3016,19 Park Lane Cir,162,162 - Lawrence-Donway,EASTBOUND,162:EASTBOUND,162,,1
7542,190 Bermondsey Rd South Side,91,91 - Woodbine,NORTHBOUND,91:NORTHBOUND,,91,1
7191,1900 Sheppard Ave East,24; 85; 167; 169; 385,24 - Victoria Park; 85 - Sheppard East; 167 - Pharmacy North; 169 - Huntingwood; 385 - Sheppard East,SOUTHBOUND; EASTBOUND; NORTHBOUND,24:SOUTHBOUND; 85:EASTBOUND; 167:NORTHBOUND; 169:EASTBOUND; 385:EASTBOUND,24; 85; 169; 385,167,5
9648,191 Nugget Ave,131,131 - Nugget,WESTBOUND,131:WESTBOUND,131,,1
5602,1915 Martin Grove Rd,46; 396; 927,46 - Martin Grove; 396 - Wilson; 927 - Highway 27 Express,SOUTHBOUND; EASTBOUND,46:SOUTHBOUND; 396:EASTBOUND; 927:SOUTHBOUND,46; 396; 927,,3
3284,1919 Albion Rd,73,73 - Royal York,NORTHBOUND,73:NORTHBOUND,,73,1
4671,192 Toryork Dr,119,119 - Torbarrie,EASTBOUND,119:EASTBOUND,119,,1
13322,193 Morningview Trail,131,131 - Nugget,WESTBOUND,131:WESTBOUND,131,,1
7537,195 Bermondsey Rd,91,91 - Woodbine,SOUTHBOUND,91:SOUTHBOUND,91,,1
3092,195 Rexleigh Dr,23,23 - Dawes,SOUTHBOUND; NORTHBOUND,23:SOUTHBOUND; 23:NORTHBOUND,23,23,1
11338,195-205-215 Wynford Dr,100,100 - Flemingdon Park,NORTHBOUND,100:NORTHBOUND,,100,1
15818,1965 Brimley Rd,21,21 - Brimley,SOUTHBOUND,21:SOUTHBOUND,21,,1
15819,1994 Brimley Rd,21,21 - Brimley,NORTHBOUND,21:NORTHBOUND,,21,1
9868,2 Sheffield St,59,59 - Maple Leaf,EASTBOUND,59:EASTBOUND,59,,1
9658,20 Graydon Hall Dr,25; 122,25 - Don Mills; 122 - Graydon Hall,SOUTHBOUND; NORTHBOUND; EASTBOUND,25:SOUTHBOUND; 25:NORTHBOUND; 122:EASTBOUND,25; 122,25,2
9666,20 Lesmill Rd,122,122 - Graydon Hall,EASTBOUND,122:EASTBOUND,122,,1
9676,20 Norelco Dr,84,84 - Sheppard West,WESTBOUND,84:WESTBOUND,,84,1
16690,20 Scholfield Ave (Rosedale Park),82,82 - Rosedale,EASTBOUND,82:EASTBOUND,,82,1
15272,20/30 Fontenay Crt,405,405 - Etobicoke,WESTBOUND,405:WESTBOUND,,405,1
11660,200 Dawes Rd - True Davidson Acres,404,404 - East York,EASTBOUND,404:EASTBOUND; 404:EASTBOUND,404,404,1
6057,2002-2012 Sheppard Ave West,84; 99; 384,84 - Sheppard West; 99 - Arrow Rd; 384 - Sheppard West,EASTBOUND; NORTHBOUND,84:EASTBOUND; 99:NORTHBOUND; 384:EASTBOUND,84; 384,99,3
7770,201 Garyray Dr,84,84 - Sheppard West,WESTBOUND,84:WESTBOUND,,84,1
14304,201 Lloyd Manor Rd - Lloyd Manor Place/Metro,405,405 - Etobicoke,EASTBOUND; WESTBOUND,405:EASTBOUND; 405:WESTBOUND,405,405,1
7190,2025 Sheppard Ave East,24; 85; 167; 169; 385,24 - Victoria Park; 85 - Sheppard East; 167 - Pharmacy North; 169 - Huntingwood; 385 - Sheppard East,NORTHBOUND; EASTBOUND; WESTBOUND,24:NORTHBOUND; 85:EASTBOUND; 167:NORTHBOUND; 169:WESTBOUND; 385:EASTBOUND,167,24; 85; 169; 385,5
6663,2036 Pharmacy Ave,167,167 - Pharmacy North,NORTHBOUND,167:NORTHBOUND,,167,1
15432,204 Staines Rd,353,353 - Steeles,EASTBOUND,353:EASTBOUND,353,,1
11485,2040 Don Mills Rd,25; 325,25 - Don Mills; 325 - Don Mills,NORTHBOUND,25:NORTHBOUND; 325:NORTHBOUND,,25; 325,2
1823,205 Cummer Ave,42,42 - Cummer,WESTBOUND,42:WESTBOUND,,42,1
1311,2050 McCowan Rd,129; 130; 169; 316,129 - McCowan North; 130 - Middlefield; 169 - Huntingwood; 316 - Kingston Rd-McCowan,NORTHBOUND; WESTBOUND,129:NORTHBOUND; 130:NORTHBOUND; 169:WESTBOUND; 316:NORTHBOUND,,129; 130; 169; 316,4
11076,209 Carrier Dr,96,96 - Wilson,WESTBOUND,96:WESTBOUND,,96,1
8660,210 The West Mall,112,112 - West Mall,WESTBOUND,112:WESTBOUND,,112,1
8659,211 The West Mall,112,112 - West Mall,WESTBOUND,112:WESTBOUND,112,,1
4230,2121 Kingston Rd,12; 316,12 - Kingston Rd; 316 - Kingston Rd-McCowan,WESTBOUND; SOUTHBOUND,12:WESTBOUND; 316:SOUTHBOUND,316,12,2
7571,215 Carlingview Dr,334,334 - Eglinton,EASTBOUND,334:EASTBOUND,334,,1
3719,215 Horner Ave,110,110 - Islington South,SOUTHBOUND,110:SOUTHBOUND,110,,1
16499,215 Toryork Dr,166,166 - Toryork,EASTBOUND,166:EASTBOUND,166,,1
14950,2190 Yonge St,97; 320,97 - Yonge; 320 - Yonge,NORTHBOUND,97:NORTHBOUND; 320:NORTHBOUND,,97; 320,2
